gvkey,fyear,conm,cik,ein
157058,2001,ASSET ACCEPTANCE CAPITL CP,1264707,80-0076779
157074,2001,CROSSTEX ENERGY INC,1209821,52-2235832
157075,2001,ROCKWOOD SPECIALTIES GRP INC,1261302,52-2277390
157076,2001,MR AMAZING LOANS CORP,1627811,90-1069184
157080,2002,REVETT MINING CO INC,1404592,46-4577805
157094,2003,ENTERTAINMENT ONE INCOME FUN,NA,
157115,2001,CBD MEDIA LLC,1253808,02-0553288
157116,2002,UNITED COMPONENTS INC,101116,04-3759857
157117,1999,GOLFSMITH INTL HOLDINGS INC,1202273,16-1634847
157118,2002,TNS INC,1268671,36-4430020
157153,2001,COMPASS MINERALS INTL INC,1227654,36-3972986
157195,2000,PORTEC RAIL PRODUCTS INC,1263074,55-0755271
157198,1997,JL FRENCH AUTOMOTIVE CASTING,1091601,13-3983670
157200,2003,ELECTRO ENERGY INC,1175636,59-3217746
157202,2003,PRISZM INCOME FUND,NA,
157204,2002,STRATAGOLD CORP,NA,
157206,2003,ISHARES SELECT DIVIDEND ETF,NA,
157217,2002,DAYSTAR TECHNOLOGIES INC,1262200,84-1390053
157218,2001,BUFFALO WILD WINGS INC,1062449,31-1455915
157233,2004,AIRBEE WIRELESS INC,1297533,46-0500345
157234,2013,MEDICAL MARIJUANA INC,1604964,
157235,2003,DDS WIRELESS INTL INC,NA,
157254,2003,PALADIN HOLDINGS INC,1200268,94-3371514
157293,2003,CHARTWELL RETIREMENT RESID,NA,
157294,2004,FINANCIAL 15 SPLIT CORP,NA,
157307,2009,ISABELLA BANK CORP,842517,38-2830092
157353,2002,ASPEN INSURANCE HOLDINGS LTD,1267395,
157354,2003,KRONOS WORLDWIDE INC,1257640,76-0294959
157355,2001,GENESIS HEALTHCARE CORP,1236736,
157357,2003,BRASCAN SOUNDVEST DIVR INCM,NA,
157373,2001,VISTRA ENERGY CORP,1692819,36-4833255
157395,2003,SELECT 50 S-1 INCOME TR II,NA,
157413,2001,CTRIP.COM INTL LTD,1269238,
157414,2001,ANADYS PHARMACEUTICALS INC,1128495,22-3193172
157415,1999,TRW AUTOMOTIVE HOLDINGS CORP,1267097,81-0597059
157418,2004,NUVEEN MUN HIGH INC OPP FD,1266585,
157433,1999,DEX MEDIA INC-OLD,1284529,14-1855759
157452,2003,OXFORD SQUARE CAPITAL CORP,1259429,20-0188736
157476,2003,CINEPLEX INC,NA,
157479,2004,EATON VANCE SR FLTNG RTE TR,1258623,
157480,2004,GABELLI DIVIDEND & INCOME TR,1260729,
157481,2008,MUNDORO CAPITAL INC,NA,
157493,2002,CAPLEASE INC,1057689,52-2414533
157494,1999,CHEROKEE INTERNATIONAL CORP,1090069,95-4745032
157498,2014,PCB BANCORP,1423869,20-8856755
157581,2006,WESTERN STANDARD METALS LTD,NA,
157583,2004,WESTERN ASST EMERG MRKT DEBT,1227862,
157614,2002,GENESIS FINANCIAL INC-REDH,1183082,03-0377717
157615,1997,RAB HOLDINGS INC,1067702,13-3893246
157616,1998,RAB ENTERPRISES INC,1067700,13-3988873
157619,2005,MRU HOLDINGS INC,1145202,33-0954381
157621,2002,WORKBRAIN CORP,NA,
157633,1999,CORGENTECH INC-OLD,NA,
157634,2002,ENTORIAN TECHNOLOGIES INC,866830,56-2354935
157635,2001,ATHEROS COMMUNICATIONS INC,1140486,77-0485570
157636,2011,TIMES THREE WIRELESS INC,NA,
157642,2003,ISHARES TIPS BOND ETF,NA,
157655,2001,GMP CAPITAL INC,NA,
157676,2001,VASO ACTIVE PHARMA INC,1232400,02-0670926
157679,2003,SPIRIT REALTY CAPITAL INC,1308606,20-1676382
157734,2002,BIOGEN IDEC INC-PRO FORMA,NA,
157735,1998,CENTRAL FREIGHT LINES INC,1085636,74-2914331
157739,NA,METANOR RESOURCES INC,NA,
157755,2002,MARCHEX INC,1224133,35-2194038
157757,1999,MOTIVE INC,1112422,74-2834515
157758,1999,IMMUNICON CORP/DE,1083132,23-2269490
157762,2007,DIVERSIFIED PFD SHARES TRUST,NA,
157793,2007,SOUTHGOBI RESOURCES LTD,NA,
157803,1998,WOODBRIDGE HOLDINGS CORP,1218320,11-3675068
157806,2004,PREFERRED SECS INCOME FD,NA,
157815,2007,ACUITY GROWTH & INCOME TRUST,NA,
157853,2004,BLACKROCK EQUITY DIVIDEND TR,1265316,
157855,2002,SALESFORCE.COM INC,1108524,94-3320693
157856,2000,PROCENTURY CORP,1273397,31-1718622
157858,2000,FREESCALE SEMICONDUCTOR INC,1272547,20-0443182
157859,1998,BRISTOL WEST HOLDINGS INC,1272957,13-3994449
157860,2001,PENINSULA PHARMA INC-REDH,1145975,94-3390392
157862,2002,INTERSECTIONS INC,1095277,54-1956515
157863,2003,SUNSET FINANCIAL RES INC,NA,
157864,2004,HIGH YIELD & MTG PLUS TRUST,NA,
157865,2002,MEI PHARMA INC,1262104,51-0407811
157875,2003,VILLAGE FARMS INTL INC,1584549,
157878,2004,RMR REAL ESTATE INCM FD -OLD,1443387,
157879,2001,UE WATERHEATER INCOME FUND,NA,
157895,2008,CRAILAR TECHNOLOGIES INC,1210294,98-0359306
157899,1998,WASHTENAW GROUP INC,1263282,20-0126218
157921,2005,U S GEOTHERMAL INC,1172136,84-1472231
157947,2003,JED OIL INC,1258021,
157951,2001,LYDIAN TRUST CO-REDH,1274081,65-0916372
157954,2002,SANTARUS INC,1172480,33-0734433
157955,2002,ASSURED GUARANTY LTD,1273813,98-0429991
157959,1999,MEMORY PHARMA CORP,1062216,04-3363475
157973,2001,FIRST NATL BANKSHRS FL INC,1267969,20-0175526
158007,NA,RESSOURCES PERSHIMCO INC,1406565,
158033,2003,AUSTRAL PACIFIC ENERGY LTD,1041829,
158053,2002,NEW YORK MORTGAGE TRUST INC,1273685,47-0934168
158055,2003,DYADIC INTERNATIONAL INC,1213809,45-0486747
158066,2009,NEW MILLENNIUM IRON CORP,NA,
158086,2006,CAPTERRA FINANCIAL GROUP INC,1233275,20-0003432
158088,2003,C1 ENERGY LTD,NA,
158100,2005,APPLIED SOLAR INC,1176193,98-0370750
158133,2006,NUTRASTAR INTERNATIONAL INC,1273385,80-0264950
158233,2001,NOVACEPT INC-REDH,1275711,77-0339123
158235,1998,BIOVERIS CORP,1264899,80-0076765
158313,2002,OAK RIDGE FINANCIAL SERVICES,1398006,20-8550086
158314,2001,FIELDSTONE INVESTMENT CORP,1271831,74-2874689
158334,2011,GASTEM INC,NA,
158353,2002,JAZZ SEMICONDUCTOR INC -REDH,1200720,75-3005127
158354,2002,GENWORTH FINANCIAL INC,1276520,80-0873306
158413,2003,ISHARES CORE S&P TOT U S MKT,NA,
158414,2002,SIMPLICITY BANCORP INC,1412109,26-1500698
158436,NA,MINT CORP,NA,
158437,2011,SIGMA INDUSTRIES INC,NA,
158453,1998,EVERGREEN HOLDINGS INC,1263810,91-1797880
158455,2004,COHEN & STEERS REIT UTL FD,1265419,
158456,2004,NUVEEN TAX-ADV TOT RET ST FD,1265708,
158457,2004,PIONEER MUNI AND EQ INCM TR,1267150,
158473,2000,SYNIVERSE HOLDINGS INC-OLD,1169264,30-0041666
158493,2005,GUGGENHEIM ENHANCED EQTY FD,1267890,
158494,2004,EATON VANCE TX ADV GLBL DIV,1270523,
158501,2007,WILD STREAM EXPLORATION INC,NA,
158502,2006,FUN TECHNOLOGIES INC,NA,
158513,2001,TECHNIPOWER SYSTEMS INC,1240722,52-1812208
158537,2004,VANGUARD CONSUMER DISCRT ETF,NA,
158553,2004,VANGUARD SMALL-CAP GRWTH ETF,NA,
158554,2004,VANGUARD SMALL-CAP VALUE ETF,NA,
158555,2004,VANGUARD MID-CAP ETF,NA,
158556,2004,VANGUARD LARGE-CAP ETF,NA,
158557,2004,VANGUARD GROWTH ETF,NA,
158558,2004,VANGUARD VALUE ETF,NA,
158559,2004,VANGUARD SMALL-CAP ETF,NA,
158563,2002,CYTOKINETICS INC,1061983,94-3291317
158587,2003,BANCORP INC,1295401,23-3016517
158589,2002,DUVERNAY OIL CORP,NA,
158634,2004,GUEST TEK INTERACTIVE ENTMT,NA,
158696,2002,KANGAROO MEDIA INC,NA,
158715,2003,OBN HOLDINGS INC,1261204,81-0592921
158717,2001,PNY TECHNOLOGIES INC-REDH,1122080,11-2724278
158733,1999,GANDER MOUNTAIN CO,1277475,41-1990949
158734,2001,BARRIER THERAPEUTICS INC,1173657,22-3828030
158736,2002,ATLAS ENERGY INC,1279228,51-0404430
158737,2001,SP PLUS CORP,1059262,16-1171179
158740,1999,SIRF TECHNOLOGY HOLDINGS INC,1163943,77-0576030
158741,2002,SEMICONDUCTOR MFG INTL CORP,1267482,
158742,2003,MARKETAXESS HOLDINGS INC,1278021,52-2230784
158743,2002,B&G FOODS INC,1278027,13-3918742
158744,2002,PLACER SIERRA BANCSHARES,1279410,94-3411134
158745,2001,LIBERMAN BRDCSTING CORP-REDH,1279094,20-0888078
158746,1999,METABASIS THERAPEUTICS INC,1053221,33-0753322
158760,2005,PRO-VEST GROWTH & INCOME FND,NA,
158762,2009,SKYLON GROWTH & INCOME TRUST,NA,
158763,2006,STRATA INCOME FUND,NA,
158764,2003,MACLOS CAPITAL INC,1286455,
158765,2004,ARTIS REIT,1734123,
158776,2002,FIRSTBANK FINANCIAL SRVC INC,1316410,20-2198785
158779,NA,CENTRIC HEALTH CORP,NA,
158791,2005,PROCERA NETWORKS INC,1165231,33-0974674
158912,2002,ATLANTIC BROADBAND FINANCE LLC,1289785,20-0226936
159125,2000,ETRIALS WORLDWIDE INC,1268904,20-0308891
159194,NA,OSAGE EXPLORATION AND DEV,1405686,26-0421736
159317,2003,SOUTHWEST CASINO CORP,1170848,87-0686721
160163,2002,REDDY ICE HOLDINGS INC,1268984,56-2381368
160164,2011,ALTIMA RESOURCES LTD,NA,
160173,2003,ARBOR REALTY TRUST INC,1253986,20-0057959
160175,2003,SEVEN NETWORKS INC-REDH,1145750,94-3363846
160177,2004,ISHARES NYSE 100 ETF,NA,
160179,2004,ISHARES NYSE COMPOSITE ETF,NA,
160181,2002,AFFIRMATIVE INS HOLDINGS INC,1282543,75-2770432
160182,2002,OASIS SEMICONDUCTOR INC-REDH,1156934,04-3295270
160183,2002,LIFE TIME FITNESS INC,1076195,41-1689746
160190,NA,RDX TECHNOLOGIES CORP,NA,
160191,2003,OPTI CANADA INC,NA,
160192,2004,OSPREY MEDIA INCOME FUND,NA,
160194,2013,GLOBAL GOLD CORP,319671,13-3025550
160196,2007,PLANET GREEN HOLDINGS CORP,1117057,87-0430320
160199,2002,FINANCIAL PACIFIC CO-REDH,1057538,91-1079276
160201,1999,COLLEGIATE FUNDING SERVICES,1286686,04-3649118
160202,1999,COINMACH SERVICE CORP,1282858,20-0809839
160203,1999,COLOR KINETICS INC,1048611,04-3391805
160204,2002,THRESHOLD PHARMACEUTICALS,NA,94-3409596
160205,2000,CELLDEX THERAPEUTICS INC-OLD,1286517,20-0771703
160206,1999,GREENFIELD ONLINE INC,1108906,06-1440369
160207,2002,STONEMOR PARTNERS LP,1286131,80-0103159
160211,2002,DOMINO'S PIZZA INC,1286681,38-2511577
160213,2004,GSI TECHNOLOGY INC,1126741,77-0398779
160214,2008,SARATOGA RESOURCES INC,1096339,76-0314489
160216,2002,MULTI-FINELINE ELECTRON INC,830916,95-3947402
160225,2003,MASTERCARD INC,1141391,13-4172551
160227,2004,BG INCM PLUS GRW SPLIT TRUST,NA,
160228,2002,THOMAS PROPERTIES GROUP,1283709,20-0852352
160231,2001,NEXTEST SYSTEMS CORP,1167896,77-0470150
160232,2002,NETLOGIC MICROSYSTEMS INC,1135711,77-0455244
160233,2004,PROSPECT CAPITAL CORP,1287032,43-2048643
160237,2000,PHARMACOPEIA INC,1273013,51-0418085
160240,2006,MAVRIX FUND MANAGEMENT INC,NA,
160250,1999,VALOR COMMUNICATIONS GROUP,NA,
160252,2005,NUVEEN FLOATNG RATE INCME FD,1276533,
160253,2002,WORLDSPAN TECHNOL INC-REDH,1284992,75-3125716
160254,2000,LEADIS TECHNOLOGY INC,1130626,77-0547089
160255,2002,HOSPIRA INC,1274057,20-0504497
160256,2003,METROPCS COMMUNICATIONS INC,NA,20-0836269
160257,2002,MTONE WIRELESS CORP-REDH,1276118,77-0369080
160260,1999,NAVTEQ CORP,834208,77-0170321
160261,2002,LINDOWS INC-REDH,1282724,33-0976700
160266,2004,GLOBAL RESOURCE SPLIT CORP,NA,
160272,2002,AUXILIUM PHARMA INC,1182129,23-3016883
160273,2004,FIRST TRUST/VALUE LINE,1264352,
160281,2007,ACTIVE NETWORK INC,1163932,33-0884962
160282,2003,XERIUM TECHNOLOGIES INC,1287151,42-1558674
160283,2002,NANOSYS INC-REDH,1160719,13-4182327
160287,2004,EATON VANCE TAX AD GLB DV OP,1281926,
160288,2004,LAZARD GLOBAL TOTAL RET INCM,1278211,
160290,2002,SALMEDIX INC-REDH,1133181,33-0938599
160291,2012,BIOREM INC,NA,
160293,2002,NORTHSTAR REALTY FINANCE CP,1273801,02-0732285
160295,2002,LAKEVIEW HOTEL INVESTMENT,NA,
160303,2004,BLACKROCK ENHANCED CAP & INC,1278895,
160305,2005,WELLS FARGO UTIL & HI INCOME,1279014,
160308,2004,RMR HOSPITALITY REAL ESTATE,1278038,
160310,2004,TS&W CLAYMORE TAX ADVNTG BL,1280226,
160312,2002,PRIMUS GUARANTY LTD,1170593,98-0402357
160313,2001,Q9 NETWORKS INC,NA,
160317,2004,CAPSTONE INFRASTRUCTURE CORP,NA,
160329,2002,ALPHABET INC,1652044,61-1767919
160331,2004,URANERZ ENERGY CORP,1162324,98-0365605
160336,1999,PLANETOUT INC,1287258,94-3391368
160337,2002,INTERACTIVE HEALTH INC-REDH,1288746,77-0606142
160338,2000,MCCORMICK & SCHMICKS SEAFOOD,1288741,20-1193199
160339,2002,SYNETICS SOULTIONS INC-REDH,1286603,93-1294868
160340,2002,MANNKIND CORP,899460,13-3607736
160341,2002,W&T OFFSHORE INC,1288403,72-1121985
160342,2003,MEMEC INC-REDH,1286733,20-0978382
160343,2003,INFRASOURCE SERVICES,1276827,03-0523754
160355,2005,PANDA ETHANOL INC,1167880,24-4799979
160361,2004,TITAN EXPLORATION LTD,NA,
160362,2004,YASHENG GROUP,1123312,98-0426033
160364,2003,NESS TECHNOLOGIES INC,1089638,98-0346908
160365,2002,PRN CORP -REDH,1113469,54-1615029
160367,2008,CAREVIEW COMMUNICATIONS INC,1377149,95-4659068
160373,2003,MORNINGSTAR INC,1289419,36-3297908
160374,1999,NEW RIVER PHARMA INC,1288379,54-1816479
160375,2002,STEREOTAXIS INC,1289340,94-3120386
160376,2002,TEXAS ROADHOUSE INC,1289460,20-1083890
160378,2004,GRAMERCY PROPERTY TRUST,1297587,56-2466617
160379,2003,CAPITAL LODGING-REDH,1287073,30-0248026
160381,2010,CENCOSUD SA,1544856,
160391,2011,QUSTREAM CORP,NA,
160410,2002,GRANDE CACHE COAL CORP,1298559,
160414,1999,PEOPLESUPPORT INC,1289001,95-4695021
160415,2001,RIGHTNOW TECHNOLOGIES INC,1111247,81-0503640
160416,2002,TOWER GROUP INTL LTD,1289592,13-3894120
160417,2002,QC HOLDINGS INC,1289505,48-1209939
160423,2012,BANKWELL FINANCIAL GROUP INC,1505732,20-8251355
160424,2005,CANWEL BUILDING MATLS GP LTD,1292337,
160446,2002,ST PAUL TRAVELERS-PRO FORMA,NA,
160447,2002,ANSWERS CORP,1283073,98-0202855
160448,2003,SMARTPROS LTD,1289863,13-4100476
160449,2000,CALLWAVE INC,1115091,77-0490995
160453,2002,AG GROWTH INTERNATIONAL,NA,
160471,2006,CHINA EDUCATION ALLIANCE INC,1203900,56-2012361
160472,2004,CARDINAL STATE BANK,NA,56-2251069
160474,2003,METALICO INC,1048685,52-2169780
160475,2003,180 CONNECT INC,1359950,20-2650200
160477,2007,VIPR CORP,1338629,13-4226299
160479,2002,EXTRA SPACE STORAGE INC,1289490,20-1076777
160488,2002,NEUROMETRIX INC,1289850,04-3308180
160490,2003,OAK STREET FIN SRVC INC-REDH,1273216,
160492,2002,MPC CORP,1289871,84-1577562
160498,2000,COGENT INC,1289434,95-4305768
160499,2002,SYBARI SOFTWARE INC-REDH,1139764,11-3264224
160502,2002,EUROBANCSHARES INC,1164554,66-0608955
160503,2002,ZIPREALTY INC,1142512,94-3319956
160504,2000,LUMERA CORP,1137399,91-2011728
160505,2002,VOLTERRA SEMICONDUCTOR CORP,1050550,94-3251865
160532,2002,MEDQUEST ASSOCIATES INC,1198268,22-3860764
160533,2000,MQ ASSOCIATES INC,1198233,52-2148018
160534,2004,ANVIL MINING LTD,1313214,
160541,2005,HERCULES CAPITAL INC,1280784,74-3113410
160546,2010,WASHINGTONFIRST BANKSHARES,1476264,26-4480276
160548,2010,CNB CORP /SC,764581,57-0792402
160549,2002,LIBERTY GLOBAL PLC,1570585,98-1112770
160550,2004,GABELLI GLOBAL UTIL &INCM TR,1282957,
160551,2004,BLACKROCK DIVIDEND INCOME TR,1280936,
160554,2004,FIRST TRUST SR FLOAT RATE II,1282850,
160555,NA,MICT INC,854800,27-0016420
160557,2004,WESTERN ASST INFLATN MGMT FD,1283721,
160562,2011,FULL METAL MINERALS LTD,NA,
160570,2002,COMMERCIAL VEHICLE GROUP INC,1290900,41-1990662
160571,2003,RTW RETAILWINDS INC,1211351,33-1031445
160572,2002,FIDELITY NATL INFO SVC-REDH,1291080,
160573,2006,ELECTRONIC SENSOR TECH INC,1122860,98-0372780
160578,2010,OHR PHARMACEUTICAL INC,NA,46-5622433
160580,2004,TPC GROUP INC,1452217,20-0863618
160582,2005,VICWEST INC,NA,
160583,2002,DISPLAYTECH INC-REDH,821256,84-0986353
160586,1999,TELEGLOBE INTL HOLDINGS LTD,1278739,
160592,2006,SYNTHESIS ENERGY SYSTEMS INC,1375063,20-2110031
160596,2001,GLOBAL SIGNAL INC,1278382,65-0652634
160597,1999,INTRALASE CORP,1163848,38-3380954
160598,2002,BEACON ROOFING SUPPLY INC,1124941,36-4173371
160599,1999,SAXON REIT INC-REDH,NA,
160600,2002,SYMMETRY MEDICAL INC,1292055,35-1996126
160601,2001,GENERAL NUTRITION CNTRS INC,1286045,72-1575168
160606,2006,ROC PREFERRED CORP,NA,
160607,1999,STRATAGENE CORP,1108674,33-0683641
160608,2004,AIC GLOBAL FINL SPLIT CORP,NA,
160614,2004,SEQUOIA OIL & GAS TRUST,NA,
160619,2004,GLOBAL 45 SPLIT CORP,NA,
160620,2004,CROWN HILL DIVIDEND FUND,NA,
160621,2003,SHIP FINANCE INTL LTD,1289877,
160623,2003,GLOBAL ENTERTAINMENT CORP,885780,86-0933274
160628,2002,GOL LINHAS AEREAS INTELIGENT,1291733,
160629,2003,XYRATEX LTD,1284823,
160630,2002,THL BEDDING HOLDING CO-REDH,1275211,20-0646221
160631,2002,KONGZHONG CORP -ADR,1285137,
160632,2001,SSA GLOBAL TECHNOLOGIES,1205431,84-1542338
160633,1999,POWERDSINE LTD,1275816,
160635,2006,VIASPACE INC,1270200,76-0742386
160642,2004,VAULT ENERGY TRUST,NA,
160644,2004,IMVESCOR RESTAURANT GRP INC,NA,
160646,2003,XCEED MORTGAGE CO,NA,
160657,2002,ABINGTON BANCORP INC,1397533,20-8613037
160658,2001,GMH COMMUNITIES TRUST,1293200,20-1181390
160660,2003,VIVID LEARNING SYSTEMS INC,1290689,42-1623500
160661,NA,POLYPORE INTERNATIONAL INC,1292556,43-2049334
160665,2003,WELLPOINT INC-PRO FORMA,NA,
160667,2002,SI FINANCIAL GROUP INC,1500213,80-0643149
160668,2002,INNOVIVA INC,1080014,94-3265960
160669,2003,VIPER MOTORCYCLE CO-REDH,1255780,
160670,1999,PRA INTERNATIONAL,1293243,54-2040171
160671,2002,MERISANT WORLDWIDE INC,1283664,52-2219000
160673,2011,PUREPOINT URANIUM GROUP INC,NA,
160681,2000,HYSTER-YALE MATERIALS HNDLNG,1173514,31-1637659
160682,1999,NATIONAL WATERWORKS INC,1211010,05-0532711
160683,1998,MADISON RIVER CAPITAL LLC,1111590,56-2156823
160684,2002,WESTLAKE CHEMICAL CORP,1262823,76-0346924
160703,2005,MINERA ALAMOS INC,1711272,
160706,2004,DIAMONDROCK HOSPITALITY CO,1298946,20-1180098
160714,2005,GREAT PLAINS EXPLORATION,NA,
160718,2002,NORCROSS SAFETY PRODUCTS,1264010,61-1283304
160719,2002,GFI GROUP INC,1292426,80-0006224
160724,2001,MONEYGRAM INTL INC-PRO FORMA,NA,
160725,2000,HOMEBANC CORP,1283683,20-0863067
160726,2002,MORTGAGEIT HOLDINGS INC,1284151,20-0404134
160738,2012,RELIANCE BANCSHARES INC/MO,1003987,43-1823071
160739,2002,LG DISPLAY CO LTD,1290109,
160740,2002,EGENERA INC-REDH,1293139,04-3507081
160741,2002,WOODFOREST FINANCIAL GP-REDH,1294171,76-0163373
160742,2003,COFFEE HOLDING CO INC,1007019,11-2238111
160749,2004,EATON VANCE FLT RATE INCM TR,1288992,
160750,2004,FIRST TRUST ENERGY INCM & GR,1284940,
160751,2003,MONADNOCK BANCORP INC,1283899,42-1634975
160753,2011,AVIDBANK HOLDINGS INC,1443575,
160766,NA,CREDIT ONE FINANCIAL INC,1201135,59-3641205
160767,2002,POSERA LTD,NA,
160768,2002,EQUINOX MINERALS LTD,NA,
160770,2002,MIRATI THERAPEUTICS INC,1576263,46-2693615
160774,2005,FIRST NICKEL INC,NA,
160775,2010,ST JOSEPH INC,1177135,47-0844532
160776,2004,SIGNATURE BANK/NY,1288784,13-4149421
160778,2002,CANACCORD GENUITY GROUP INC,NA,
160779,2002,CENTERRA GOLD INC,NA,
160780,2002,DESARROLLADORA HOMEX SA,1293153,
160781,2002,FIRST CLOVER LEAF FINANCIAL,1283582,20-4797391
160782,2005,NORTHWATER FIVE YEAR MKT,NA,
160785,2003,VIAD CORP,884219,36-1169950
160788,2006,THIRD CENTURY BANCORP,1282847,20-0857725
160790,2002,FRASER PAPERS INC,1308833,
160791,2003,REGIONS FINL CORP-PRO FORMA,NA,
160797,2003,IKANOS COMMUNICATIONS INC,1219210,73-1721486
160798,2002,LOCAL CORP,1259550,33-0849123
160802,2004,ISHARES MSTR LRGCP VALUE ETF,NA,
160805,2004,STORM EXPLORATION INC,NA,
160806,2002,SMARTBARGAINS INC-REDH,1295825,04-3505021
160807,2004,ISHARES MSTR LRGCP GRWTH ETF,NA,
160808,2004,ISHARES MORNINGSTAR LARGE-CP,NA,
160809,NA,CYCLACEL PHARMACEUTICALS,1130166,91-1707622
160810,2000,JAMDAT MOBILE INC,1135271,95-4791817
160811,2001,INTL SECURITIES EXCHNG HLDGS,1295230,01-0681729
160814,2004,CYRIES ENERGY INC,NA,
160816,2010,MICROPLANET TECHNOLOGY CORP,1358564,
160820,2004,PROGRESS ENERGY RESOURCES CP,NA,
160837,2003,COMMERCE ENERGY GROUP INC,1274150,20-0501090
160838,2003,JAMES RIVER COAL CO,1297720,54-1602012
160839,2011,WANTED TECHNOLOGIES CORP,NA,
160849,2013,GOLDEN ARROW RESOURCES CORP,NA,
160853,2003,FIRST BANKSHARES INC/VA,NA,
160855,2003,51JOB INC  -ADR,1295484,
160856,2002,TOP SHIPS INC,1296484,
160861,2001,RBS GLOBAL INC,1213336,01-0752045
160862,2011,GOLDQUEST MINING CORP,1393367,
160864,2004,MEDICAL FACILITIES CORP,1350067,
160865,1998,CELLCO PARTNERSHIP,1175215,22-3372889
160866,2003,BELDEN CDT INC-PRO FORMA,NA,
160867,2000,ARBINET CORP,1136655,13-3930916
160869,2002,ATX GROUP INC-REDH,1278263,20-0655116
160872,2008,INSIGNIA ENERGY LTD,NA,
160874,2009,AMERICAN EAGLE ENERGY CORP,1282613,20-0237026
160886,2002,VALLEY BANCORP,1295334,88-0493760
160887,2002,ANTE4 INC,NA,77-0639000
160888,2002,MONOLITHIC POWER SYSTEMS INC,1280452,77-0466789
160889,2002,ODIMO INC,1292026,22-3607813
160890,1999,CELEBRATE EXPRESS INC,1100124,91-1644428
160891,2003,ACCESS NATIONAL CORP,1176316,82-0545425
160892,2003,DFC GLOBAL CORP,1271625,23-2636866
160893,2002,ENERSYS,1289308,23-3058564
160894,2004,BRICK LTD,NA,
160899,2005,VERENEX ENERGY INC,NA,
160902,2002,SYNERON MEDICAL LTD,1291361,
160906,2014,FIRST SOUND BANK,1469946,
160912,2002,DREAMWORKS ANIMATION SKG INC,1297401,68-0589190
160913,2002,ORMAT TECHNOLOGIES INC,1296445,88-0326081
160917,2012,GLOBAL FUTURE CITY HLDG INC,1164964,98-0360989
160927,2007,POWER TECH CORPORATION INC,NA,
160932,2000,CABG MEDICAL INC,1122425,41-1958628
160933,2001,EAGLE TEST SYSTEMS INC,1290096,36-2917389
160934,1999,ECOST.COM INC,1287503,33-0843777
160935,2004,CLOUGH GBL DIV & INCOME FD,1288795,
160938,2004,2242749 ONT LTD,NA,
160949,2002,DIVERSEY HOLDINGS INC,1262768,80-0010497
160950,1999,PREMIUM STANDARD FARMS INC,1143967,43-1755411
160952,2005,MADISON CVD CALL & EQ STRTGY,1289868,
160953,2004,BLACKROCK FLT RTE INC STR II,1269143,
160955,2005,NUVEEN FLOATING RATE INCM OP,1289213,
160956,2001,DEER CREEK ENERGY LTD,1316979,
160957,2002,SPECIALTY UNDERWRITERS,1297568,20-0432760
160958,2002,SENSUS METERING SYS INC-REDH,1281223,51-0338883
160961,2005,GENERAL STEEL HOLDINGS INC,1239188,41-2079252
160975,2002,KENAN ADVANTAGE GRP INC-REDH,1298004,34-1950439
160983,2004,ART IN MOTION INCOME FUND,NA,
160987,2000,NATIONAL ATLANTIC HOLDINGS,946492,22-3316586
160988,1999,CAMBRIDGE DISPLAY TECH,1297968,13-4085264
160989,2002,CALAMOS ASSET MANAGEMENT INC,1299033,32-0122554
160990,2003,CUBESMART,1298675,20-1024732
160991,2002,DIGITAL REALTY TRUST INC,1297996,26-0081711
160993,2003,FISHER SCIENTIFIC-PRO FORMA,NA,
160995,1999,KMG AMERICA CORP,1299210,20-1377270
160997,2010,NANOVIRICIDES INC,1379006,76-0674577
161000,2004,KKR FINANCIAL HOLDINGS LLC,1386926,11-3801844
161012,1999,PORTALPLAYER INC,1297633,77-0513807
161013,2002,BIOMED REALTY TRUST INC,1289236,20-1142292
161014,2002,NAUGATUCK VALLEY FINANCIAL,1493552,01-0969655
161015,2002,MATCHNET INC-REDH,1294875,14-1910305
161016,2002,INTEGRATED FINL SYSTEMS-REDH,1183085,68-0510517
161023,2013,BAYCOM CORP,1730984,37-1849111
161036,2002,MATTRESS FIRM HOLDING CORP,1419852,20-8185960
161037,1999,ADEZA BIOMEDICAL CORP,902482,77-0054952
161039,2002,BRIGHTSTAR CORP-REDH,1299325,33-0774267
161040,NA,HEARTLAND PAYMENT SYSTEMS,1144354,22-3755714
161045,2004,ADVANTAGE ADVISORS MULTI SEC,1157543,
161048,2002,AMERICAN CAMPUS COMMUNITIES,1283630,76-0753089
161055,2002,BUILD-A-BEAR WORKSHOP INC,1113809,43-1883836
161056,2003,GREAT WOLF RESORTS INC,1294538,51-0510250
