,ABS ASSET CLASS:            ,BUSINESS PHONE,CENTRAL INDEX KEY,CITY,COMPANY CONFORMED NAME,CONFORMED PERIOD OF REPORT,DATE AS OF CHANGE,DATE OF NAME CHANGE,FILED AS OF DATE,FILM NUMBER,FISCAL YEAR END,FORM TYPE,FORMER CONFORMED NAME,IRS NUMBER,SEC ACT,SEC FILE NUMBER,STANDARD INDUSTRIAL CLASSIFICATION,STATE,STATE OF INCORPORATION,STREET 1,STREET 2,ZIP
1380846,,(412) 304-0304,0001380846,PITTSBURGH,"TriState Capital Holdings, Inc.",,,20061113,,19613629,1231,10-K,Tristate CapitalHoldings Inc,204929029,1934 Act,001-35913,STATE COMMERCIAL BANKS [6022],pa,PA,ONE OXFORD CENTRE,"301 GRANT STREET, SUITE 2700",15219
1380856,,203 321 1285,0001380856,STAMFORD,APRECIA INC,,,,,121268834,,10-K,,204378866,1934 Act,333-138625,SERVICES-PREPACKAGED SOFTWARE [7372],CT,CT,1177 HIGH RIDGE ROAD,,06905
1380873,,2123252000,0001380873,NEW YORK,Thornburg Mortgage Securities Trust 2006-6,,,,,08860957,1231,10-K/A,,,1934 Act,333-135481-10,ASSET-BACKED SECURITIES [6189],NY,DE,11 MADISON AVENUE,,10010
1380877,,2122722000,0001380877,NEW YORK,Bear Stearns Asset Backed Securities Trust 2006-SD4,,,,,08961420,1231,10-K/A,,,1934 Act,333-131374-30,ASSET-BACKED SECURITIES [6189],NY,DE,383 MADISON AVENUE,,10179
1380902,,7043650569,0001380902,CHARLOTTE,"ACE Securities Corp. Home Equity Loan Trust, Series 2006-SD3",,,,,08869085,1231,10-K/A,,,1934 Act,333-131727-18,ASSET-BACKED SECURITIES [6189],NC,DE,6525 MORRISON BLVD,SUITE 318,28211
1381051,,2122722000,0001381051,NEW YORK,Bear Stearns Asset Backed Securities I Trust 2006-AC5,,,,,08961448,1231,10-K/A,,,1934 Act,333-131374-29,ASSET-BACKED SECURITIES [6189],NY,DE,383 MADISON AVENUE,,10179
1381053,,7043650569,0001381053,CHARLOTTE,"ACE Securities Corp. Home Equity Loan Trust, Series 2006-ASAP6",,,,,08868667,1231,10-K/A,,,1934 Act,333-131727-20,ASSET-BACKED SECURITIES [6189],NC,DE,6525 MORRISON BLVD,SUITE 318,28211
1381054,,(514) 420-0333,0001381054,HOUSTON,Hydrogen Future Corp,,,20061114,,15538144,0930,10-K,"El Palenque Vivero, Inc.",205277531,1934 Act,000-55153,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731],TX,NV,2525 ROBINHOOD ST.,SUITE 1100,77005
1381105,,716-278-0015,0001381105,NIAGARA FALLS,"Plastic2Oil, Inc.",,,20061115,,191087690,1231,10-K/A,"310 HOLDINGS, INC.",204924000,1934 Act,000-52444,"WHOLESALE-ELECTRICAL APPLIANCES, TV & RADIO SETS [5064]",NY,NV,20 IROQUOIS ST,,14303
1381117,,973-437-1000,0001381117,FLORHAM PARK,GSC Acquisition Co,,,,,09639204,1231,10-K,,205779392,1934 Act,001-33553,ELECTRIC SERVICES [4911],NJ,DE,500 CAMPUS DRIVE,SUITE 220,07932
1381192,,(310) 556-0025,0001381192,LOS ANGELES,Biogold Fuels CORP,,,20061115,,09745709,1231,10-K,"CAB-TIVE ADVERTISING, INC.",205609647,1934 Act,333-138869,INDUSTRIAL ORGANIC CHEMICALS [2860],CA,NV,"1800 CENTURY PARK E,",SUITE 600,90067
1381197,,203-618-5800,0001381197,GREENWICH,"Interactive Brokers Group, Inc.",,,,,19643645,1231,10-K,,000000000,1934 Act,001-33440,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211]",CT,DE,ONE PICKWICK PLAZA,,06830
1381240,,(808) 214-8649,0001381240,"DORADO,",GSRX INDUSTRIES INC.,,,20061116,,19751657,1231,10-K,"Cyberspace Vita, Inc.",141982491,1934 Act,333-141929,RETAIL-FOOD STORES [5400],PR,NV,"BUILDING NO. 3, P.R. 696, INT.",JOSE EFRON AVE.,00646
1381272,,508 236-3800,0001381272,ATTLEBORO,Sensata Technologies B.V.,,,,,11561251,1231,10-K,,000000000,1934 Act,333-139739,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL [3823]",MA,P7,529 PLEASANT STREET,,02703
1381324,,(978) 739-9460,0001381324,NORTH ANDOVER,URBAN AG. CORP,,,20071220,,13767326,1231,10-K,AQUAMER MEDICAL CORP.,800664054,1934 Act,000-52327,HAZARDOUS WASTE MANAGEMENT [4955],MA,,"800 TURNPIKE STREET, SUITE 103",,01845
1381325,,650-995-5000,0001381325,REDWOOD CITY,"BigBand Networks, Inc.",,,,,11676016,1231,10-K,,043444278,1934 Act,001-33355,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663],CA,DE,475 BROADWAY,,94063
1381341,,206-259-7867,0001381341,SEATTLE,ecoTECH Energy Group Inc.,,,20061116,,121057603,1231,10-K/A,SEA 2 SKY CORP,980479847,1934 Act,333-138989,TRANSPORTATION SERVICES [4700],WA,NV,800 FIFTH AVE,SUITE 4100,98104
1381343,,2122722000,0001381343,NEW YORK,Bear Stearns Asset Backed Securities I Trust 2006-AQ1,,,,,08965514,1231,10-K/A,,,1934 Act,333-131374-31,ASSET-BACKED SECURITIES [6189],NY,DE,383 MADISON AVENUE,,10179
1381435,,310-553-4847,0001381435,GLENDALE,"Giggles N' Hugs, Inc.",,,20061117,,19760490,1230,10-K/A,"Teacher's Pet, Inc.",201681362,1934 Act,000-53948,RETAIL-EATING & DRINKING PLACES [5810],CA,NV,3222 GLENDALE GALLERIA WAY,,91210
1381447,,352-328-3849,0001381447,OCALA,"Munro Developments, Inc.",,,20061117,,161520628,1231,10-K,"Setchfield Resources, Inc.",203872178,1934 Act,000-55392,METAL MINING [1000],FL,NV,4577 S.W. 103 STREET ROAD,,34476
1381455,,718-751-2700,0001381455,HOUSTON,Stewart & Stevenson LLC,,,,,12791577,0131,10-K,,203974034,1934 Act,001-33836,OIL & GAS FILED MACHINERY & EQUIPMENT [3533],TX,DE,"1000 LOUISIANA ST., SUITE 5900",,77002
1381510,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381511,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381512,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381513,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381515,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381516,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381517,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381518,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381519,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381520,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381521,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381522,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381524,,812-424-2904,0001426502,EVANSVILLE,"Caplas, LLC",,,20061117,,091205491,0927,10-K,"Landis Plastics, Inc",203888603,1934 Act,333-150372-04,"PLASTICS PRODUCTS, NEC [3089]",IN,DE,101 OAKLEY ST.,P O BOX 959,47710
1381526,,212-418-9600,0001381526,NEW YORK,COLUMBUS ACQUISITION CORP,,,,,09628793,,10-K,,205338217,1934 Act,001-33467,OIL & GAS FILED MACHINERY & EQUIPMENT [3533],NY,,"153 EAST 53RD STREET, 58TH FL",,10022
1381531,,(803) 802-7500,0001381531,FORT MILL,Domtar CORP,,,,,19623943,1231,10-K,,205901152,1934 Act,001-33164,PAPER MILLS [2621],SC,,234 KINGSLEY PARK DRIVE,,29715
1381639,,508-947-4343,0001381639,MIDDLEBORO,Mayflower Bancorp Inc,,,,,13939782,0331,10-K,,000000000,1934 Act,000-52477,STATE COMMERCIAL BANKS [6022],MA,MA,PO BOX 311,,02346
1381668,,(216) 441-6000,0001381668,CLEVELAND,TFS Financial CORP,,,,,181203053,0930,10-K,,522054948,1934 Act,001-33390,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",OH,DE,7007 BROADWAY AVENUE,,44105
1381778,,2122722000,0001381778,NEW YORK,Bear Stearns Mortgage Funding Trust 2006-SL5,,,,,08965434,1231,10-K/A,,,1934 Act,333-131374-32,ASSET-BACKED SECURITIES [6189],NY,DE,383 MADISON AVENUE,,10179
1381786,,281-488-3883,0001381786,HOUSTON,Bering Growth CORP,,,,,111128982,0630,10-K,,000000000,1934 Act,000-52348,BLANK CHECKS [6770],TX,E9,700 GEMINI,SUITE 100,77027
1381790,,86-10-62690290,0001381790,BEIJING,Tsingda eEDU Corp,,,20061121,,13568240,1231,10-K/A,Compass Acquisition CORP,000000000,1934 Act,000-52347,SERVICES-EDUCATIONAL SERVICES [8200],F4,E9,"NO. 0620, YONGLEYINGSHIWENHUANAN RD.","YONGLEDIAN TOWN, TONGZHOU DISTRICT",00000
1381792,,86 (411) 8278-9758,0001381792,"LIAONING PROVINCE,",TODA INTERNATIONAL HOLDINGS INC.,,,20061121,,12770576,1231,10-K/A,Summit Growth CORP,000000000,1934 Act,000-52346,BLANK CHECKS [6770],F4,E9,"NO. 18-2-401 GANGJING GARDEN, DANDONG ST","ZHONGSHAN DISTRICT, DALIAN,",116001
1381795,,281-488-3883,0001381795,HOUSTON,Seven Seas Acquisition CORP,,,,,111129144,0630,10-K,,000000000,1934 Act,000-52345,BLANK CHECKS [6770],TX,E9,700 GEMINI,SUITE 100,77027
1381796,,281-488-3883,0001381796,HOUSTON,Juniper Growth CORP,,,,,111129135,0630,10-K,,000000000,1934 Act,000-52344,BLANK CHECKS [6770],TX,E9,700 GEMINI,SUITE 100,77027
1381798,,281-488-3883,0001381798,HOUSTON,Pan Asian CORP,,,,,111129196,0630,10-K,,000000000,1934 Act,000-52343,BLANK CHECKS [6770],TX,E9,700 GEMINI,SUITE 100,77027
1381804,,281-488-3883,0001381804,HOUSTON,Global Growth CORP,,,,,,0630,10-K,,000000000,1934 Act,000-52342,BLANK CHECKS [6770],TX,E9,700 GEMINI,SUITE 100,77027
1381805,,86(755) 8204-6828,0001381805,"SHENZHEN, GUANGDONG",ORB Automotive,,,20061121,,11763714,1231,10-K,Action Acquisition CORP,000000000,1934 Act,000-52341,BLANK CHECKS [6770],F4,E9,"RM O-R, FLOOR 23, BLD A, FORTUNE PLAZA","SHENNAN ROAD, FUTIAN DISTRICT",518040
1381806,,281-488-3883,0001381806,HOUSTON,Lunar Growth CORP,,,,,101122007,0630,10-K,,000000000,1934 Act,000-52340,BLANK CHECKS [6770],TX,E9,700 GEMINI,SUITE 100,77027
1381807,,86 (750) 395-9988,0001381807,GUANGDONG PROVINCE,"Huixin Waste Water Solutions, Inc.",,,20061121,,13727107,1231,10-K,China Growth CORP,000000000,1934 Act,000-52339,MISCELLANEOUS CHEMICAL PRODUCTS [2890],F4,E9,#99 JIANSHE ROAD 3,"PENGJIANG DISTRICT, JIANGMEN CITY",529000
1381871,,404-419-2253,0001381871,ATLANTA,"Cruzani, Inc.",,,20061121,,19750980,1231,10-K,"Harcom Productions, Inc.",264144571,1934 Act,000-54624,"MOTORCYCLES, BICYCLES & PARTS [3751]",GA,,3500 LENNOX ROAD,SUITE 1500,30326
1381873,,732-720-2300,0001381873,MADRID,"BARCLAY ROAD, INC.",,,20061121,,12761692,1231,10-K,"Barclay Road, Inc.",205571215,1934 Act,000-52332,BOOKS: PUBLISHING OR PUBLISHING AND PRINTING [2731],U3,WY,PASO DE ALCOBENDAS 14-56,,28026
1381898,,,0001381898,NEW YORK,GSAA Home Equity Trust 2006-19,,,,,08927709,1231,10-K/A,,,1934 Act,333-132809-37,ASSET-BACKED SECURITIES [6189],NY,DE,85 BROAD STREET,,10004
1382041,,4254530355,0001382041,BELLEVUE,Preferential Equities Corp.,,,,,11724925,1206,10-K,,000000000,1934 Act,000-52331,BLANK CHECKS [6770],WA,NV,P.O. 741,,98009
1382056,,(484) 367-7401,0001382056,WAYNE,vitaminspice,,,20061124,,11763165,1231,10-K,QUALSEC,205776355,1934 Act,000-52907,"MEASURING & CONTROLLING DEVICES, NEC [3829]",PA,,996 OLD EAGLE SCHOOL ROAD,SUITE 1102,19087
1382085,,702-217-3888,0001382085,Las Vegas,Disability Access Corp,,,,,111058464,,10-K/A,,000000000,1934 Act,000-53538,SERVICES-TO DWELLINGS & OTHER BUILDINGS [7340],NV,,3355 Spring Mountain Road,,89102
1382101,,650-392-8412,0001382101,SOUTH SAN FRANCISCO,"SUTRO BIOPHARMA, INC.",,,20061127,,19718372,1231,10-K,SUTRO BIOPHARMA INC,452441988,1934 Act,001-38662,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836],CA,,"310 UTAH AVE., SUITE 150",,94080
1382112,,852-2192-4808,0001382112,NORTH POINT HONG KONG,"GREAT CHINA MANIA HOLDINGS, INC.",,,20061127,,15763224,1231,10-K,"Jomar Specialties, Inc.",592318378,1934 Act,000-54446,COMMERCIAL PRINTING [2750],K3,FL,"RM 1902, 19/F, KODAK HOUSE 2, JAVA ROAD,",,00000
1382134,,949-417-1396,0001382134,IRVINE,"Shopoff Properties Trust, Inc.",,,,,12748892,1231,10-K,,205882165,1934 Act,333-139042,REAL ESTATE INVESTMENT TRUSTS [6798],CA,MD,8951 RESEARCH DRIVE,,92618
1382185,,9177774200,0001382185,NEW YORK,Renaissance Home Equity Loan Trust 2006-4,,,,,08882567,1231,10-K/A,,,1934 Act,333-131637-03,ASSET-BACKED SECURITIES [6189],NY,,2 WORLD FINANCIAL CENTER,,10281
1382219,,(646) 681-4900,0001382219,NEW YORK,"6D Global Technologies, Inc",,,20061128,,161760513,1231,10-K,EVERTON CAPITAL CORP,000000000,1934 Act,001-35002,SERVICES-MANAGEMENT CONSULTING SERVICES [8742],NY,DE,"17 STATE STREET, SUITE 2550",,10004
1382230,,(570) 421-0531,0001382230,STROUDSBURG,"ESSA Bancorp, Inc.",,,,,181235605,0930,10-K,,000000000,1934 Act,001-33384,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036]",PA,PA,200 PALMER STREET,,18360
1382231,,403- 241-8912,0001382231,CALGARY,Fortem Resources Inc.,,,20061128,,18948069,0228,10-K/A,"PLUSH MALL, INC.",204119257,1934 Act,000-52645,DRILLING OIL & GAS WELLS [1381],A0,NV,906 12TH AVENUE SW,SUITE 820,T2R 1K7
1382250,,2127614700,0001382250,NEW YORK,Morgan Stanley Mortgage Loan Trust 2006-17XS,,,,,08863071,1231,10-K/A,,,1934 Act,333-130684-20,ASSET-BACKED SECURITIES [6189],NY,DE,1585 BROADWAY,2ND FL,10036
1382289,,,0001382289,NEW YORK,GSR Mortgage Loan Trust 2006-10F,,,,,08927731,1231,10-K/A,,,1934 Act,333-132809-40,ASSET-BACKED SECURITIES [6189],NY,DE,85 BROAD STREET,,10004
1382368,,952-857-7000,0001382368,MINNEAPOLIS,RALI Series 2007-QS1 Trust,,,,,08721417,1231,10-K,,,1934 Act,333-131213-34,ASSET-BACKED SECURITIES [6189],MN,DE,8400 NORMANDALE LAKE BLVD,STE 600,55437
1382413,,856-461-0611,0001382413,DELANCO,"Delanco Bancorp, Inc",,,20061130,,13907416,0331,10-K,Delanco Bancorp Inc,364519533,1934 Act,000-52517,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",NJ,,615 BURLINGTON AVENUE,,08075
1382430,,407 263 4029,0001382430,CASSELBERRY,LEGENDS BUSINESS GROUP INC,,,,,08718432,1231,10-K,,204465282,1934 Act,333-140666,"SERVICES-BUSINESS SERVICES, NEC [7389]",FL,NV,1375 SEMORAN BLVD,,32707
1382461,,4108842000,0001382461,CHARLOTTE,Banc of America Funding 2006-J Trust,,,,,08901977,1231,10-K/A,,,1934 Act,333-130536-14,ASSET-BACKED SECURITIES [6189],NC,DE,NATIONSBANK CORPORATE CENTER,NC1-007-11-07,28255
1382462,,775-782-3999,0001382462,CARSON CITY,DEL TORO SILVER CORP.,,,20061201,,14592883,1031,10-K,"Candev Resource Exploration, Inc.",980515290,1934 Act,000-52499,METAL MINING [1000],NV,NV,320 NORTH CARSON STREET,,89701
1382574,,(813) 601-3533,0001382574,ODESSA,"TRXADE GROUP, INC.",,,20061204,,19699546,1231,10-K,Bluebird Exploration Co.,000000000,1934 Act,000-55218,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES [5122],FL,DE,1115 GUNN HWY,,33556
1382631,,6362611313,0000811785,NEW YORK,CITICORP MORTGAGE SECURITIES INC,,,,,08718704,1231,10-K,,133408717,1934 Act,000-16107,ASSET-BACKED SECURITIES [6189],NY,DE,CITIGROUP INC CORPORATE LAW DEPT,425 PARK AVENUE 2ND FLOOR,10043
1382632,,6362611313,0000811785,NEW YORK,CITICORP MORTGAGE SECURITIES INC,,,,,08719960,1231,10-K,,133408717,1934 Act,000-16107,ASSET-BACKED SECURITIES [6189],NY,DE,CITIGROUP INC CORPORATE LAW DEPT,425 PARK AVENUE 2ND FLOOR,10043
1382696,,86075525806333,0001382696,SHENZHEN,"FUQI INTERNATIONAL, INC.",20081231,20090528,20061205,20090512,09818565,1231,10-K/A,VT MARKETING SERVICES INC.,000000000,1934 Act,001-33758,"JEWELRY, PRECIOUS METAL [3911]",F4,DE,"5/F., BLOCK 1, SHI HUA INDUSTRIAL ZONE",CHU ZHU ROAD NORTH,518019
1382702,,(86) 755 28109908,0001382702,"BAO'AN DISTRICT, SHENZHEN",China TMK Battery Systems Inc.,,,20061205,,11727599,1231,10-K,"Deerfield Resources, Inc.",980506246,1934 Act,333-139660,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES [3690]",F4,NV,SANJUN INDUSTRIAL PARK,"NO. 2 HUAWANG RD., DALANG STREET",518109
1382787,,,0001382787,HOUSTON,AmREIT Monthly Income & Growth Fund IV LP,,,,,15734324,,10-K,,000000000,1934 Act,000-53203,REAL ESTATE INVESTMENT TRUSTS [6798],TX,,8 GREENWAY PLAZA STE 1000,,77046
1382801,,212272-2000,0001382801,NEW YORK,Bear Stearns Alt-A Trust 2006-8,,,,,08961396,1231,10-K/A,,,1934 Act,333-132232-25,ASSET-BACKED SECURITIES [6189],NY,DE,383 MADISON AVENUE,,10179
1382805,,(410) 316-9900,0001382805,"HUNT VALLEY,","Game Trading Technologies, Inc.",,,20061206,,11762191,1231,10-K,CITY LANGUAGE EXCHANGE INC,205433090,1934 Act,333-141521,RETAIL-COMPUTER & COMPUTER SOFTWARE STORES [5734],MD,DE,"10957 MCCORMICK ROAD,",,21031
1382821,,(206) 576-8333,0001382821,seattle,Redfin Corp,,,20061206,,19606187,,10-K,Redfin CORP,000000000,1934 Act,001-38160,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS) [6531],wa,,"1099 STEWART STREET, SUITE 600",,98101
1382885,,2122722000,0001382885,NEW YORK,Bear Stearns Asset Backed Securities I Trust 2006-HE10,,,,,08967054,1231,10-K/A,,,1934 Act,333-131374-35,ASSET-BACKED SECURITIES [6189],NY,DE,383 MADISON AVENUE,,10179
1382887,,,0001382887,NEW YORK,Citigroup Mortgage Loan Trust 2006-HE3,,,,,08901705,,10-K/A,,,1934 Act,333-131136-17,ASSET-BACKED SECURITIES [6189],NY,,390 GREENWICH STREET,,10013
1382891,,212272-2000,0001382891,NEW YORK,Bear Stearns Mortgage Funding Trust 2006-AR5,,,,,08963707,1231,10-K/A,,,1934 Act,333-132232-26,ASSET-BACKED SECURITIES [6189],NY,DE,383 MADISON AVENUE,,10179
1382905,,618-224-9228,0001382905,TRENTON,Sugar Creek Financial Corp,,,,,09913464,0331,10-K,,000000000,1934 Act,000-52532,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",IL,X1,28 WEST BROADWAY,,62293
1382911,,(858) 875-8600,0001382911,LA JOLLA,"Orexigen Therapeutics, Inc.",,,,,17801545,1231,10-K/A,,651178822,1934 Act,001-33415,PHARMACEUTICAL PREPARATIONS [2834],CA,DE,3344 N. TORREY PINES CT.,SUITE 200,92037
1382926,,,0001382926,NEW YORK,GreenPoint Mortgage Funding Trust 2006-OH1,,,,,08927878,1231,10-K/A,,,1934 Act,333-132809-41,ASSET-BACKED SECURITIES [6189],NY,DE,85 BROAD STREET,,10004
1382943,,7573066090,0001382943,SALT LAKE CITY,"PREDICTIVE TECHNOLOGY GROUP, INC.",,,20080422,,191126128,0630,10-K,Aussie Soles Group Inc.,901139372,1934 Act,000-56008,PHARMACEUTICAL PREPARATIONS [2834],UT,,"2735 EAST PARLEYS WAY, SUITE 205",,84109
1382991,,(973) 889-1973,0001382991,NEW YORK,MACROshares Oil Up Holding Trust,,,20061208,,08726390,1231,10-K,Claymore MACROshares Oil Up Holding Trust,205567874,1934 Act,333-116566-01,ASSET-BACKED SECURITIES [6189],NY,DE,"130 7TH AVENUE, #356",,10011-6632
1382992,,(973) 889-1973,0001290059,NEW YORK,"MACRO Securities Depositor, LLC",,,20061208,,08726609,1231,10-K,Claymore MACROshares Oil Down Holding Trust,201072523,1934 Act,001-33173,ASSET-BACKED SECURITIES [6189],NY,DE,"130 7TH AVENUE, #356",,10011-6632
1382993,,(973) 889-1973,0001290059,NEW YORK,"MACRO Securities Depositor, LLC",,,20061208,,08726298,1231,10-K,Claymore MACROshares Oil Down Tradeable Trust,201072523,1934 Act,001-33173,ASSET-BACKED SECURITIES [6189],NY,DE,"130 7TH AVENUE, #356",,10011-6632
1382994,,(973) 889-1973,0001290059,NEW YORK,"MACRO Securities Depositor, LLC",,,20061208,,08726365,1231,10-K,Claymore MACROshares Oil Up Tradeable Trust,201072523,1934 Act,001-33173,ASSET-BACKED SECURITIES [6189],NY,DE,"130 7TH AVENUE, #356",,10011-6632
1382996,,714-939-5200,0001382996,ANAHEIM,Long Beach Mortgage Loan Trust 2006-11,,,,,08841142,1231,10-K/A,,,1934 Act,333-131252-09,ASSET-BACKED SECURITIES [6189],CA,DE,1400 SOUTH DOUGLASS ROAD,SUITE 100,92806
1383006,,941-751-6800,0001383006,SARASOTA,Evolucia Inc.,,,20061208,,14867002,1231,10-K,Acadia Resources Inc.,980550703,1934 Act,000-53590,ELECTRIC LIGHTING & WIRING EQUIPMENT [3640],FL,NV,7040 PROFESSIONAL PARKWAY EAST,,34240
1383018,,206-461-2000,0001383018,SEATTLE,"WaMu Mortgage Pass-Through Certificates, Series 2006-AR18",,,,,08841158,1231,10-K/A,,,1934 Act,333-130795-41,ASSET-BACKED SECURITIES [6189],WA,DE,"1201 THIRD AVENUE, 17TH FLOOR",,98101
1383019,,206-461-2000,0001383019,SEATTLE,"WaMu Mortgage Pass-Through Certificates, Series 2006-AR19",,,,,08841167,1231,10-K/A,,,1934 Act,333-130795-42,ASSET-BACKED SECURITIES [6189],WA,DE,"1201 THIRD AVENUE, 17TH FLOOR",,98101
1383054,,800-983-0903,0001367306,DOWNERS GROVE,Invesco DB Multi-Sector Commodity Trust,,,20060623,,19640153,1231,10-K,DB Multi-Sector Trust,000000000,1934 Act,001-33229, [6221],IL,DE,3500 LACEY ROAD,SUITE 700,60515
1383055,,800-983-0903,0001367306,DOWNERS GROVE,Invesco DB Multi-Sector Commodity Trust,,,20060623,,19640113,1231,10-K,DB Multi-Sector Trust,000000000,1934 Act,001-33229, [6221],IL,DE,3500 LACEY ROAD,SUITE 700,60515
1383056,,212-250-5883,0001383056,NEW YORK,DB Gold Master Fund,,,20060623,,10906516,1231,10-K/A,DB Multi-Sector Trust,870778071,1934 Act,001-33230, [6221],NY,DE,60 WALL STREET,C/O DB COMMODITY SERVICES LLC,10005
1383057,,800-983-0903,0001367306,DOWNERS GROVE,Invesco DB Multi-Sector Commodity Trust,,,20060623,,19640099,1231,10-K,DB Multi-Sector Trust,000000000,1934 Act,001-33229, [6221],IL,DE,3500 LACEY ROAD,SUITE 700,60515
1383058,,800-983-0903,0001367306,DOWNERS GROVE,Invesco DB Multi-Sector Commodity Trust,,,20060623,,19640087,1231,10-K,DB Multi-Sector Trust,000000000,1934 Act,001-33229, [6221],IL,DE,3500 LACEY ROAD,SUITE 700,60515
1383059,,212-250-5883,0001383059,NEW YORK,DB Precious Metals Master Fund,,,20060623,,10906524,1231,10-K/A,DB Multi-Sector Trust,870778066,1934 Act,001-33243, [6221],NY,DE,60 WALL STREET,C/O DB COMMODITY SERVICES LLC,10005
1383060,,212-250-5883,0001383060,NEW YORK,DB Oil Master Fund,,,20060623,,10906426,1231,10-K/A,DB Multi-Sector Trust,870778063,1934 Act,001-33241, [6221],NY,DE,60 WALL STREET,C/O DB COMMODITY SERVICES LLC,10005
1383061,,212-250-5883,0001383062,NEW YORK,PowerShares DB Energy Fund,,,20060623,,10906449,1231,10-K/A,DB Multi-Sector Trust,870778060,1934 Act,001-33240, [6221],NY,DE,60 WALL STREET,C/O DB COMMODITY SERVICES LLC,10005
1383062,,800-983-0903,0001367306,DOWNERS GROVE,Invesco DB Multi-Sector Commodity Trust,,,20060623,,19640067,1231,10-K,DB Multi-Sector Trust,000000000,1934 Act,001-33229, [6221],IL,DE,3500 LACEY ROAD,SUITE 700,60515
