,source,target,relation
1,MNC Corp /DE/,Lazydays RV Center,Sells to
2,MNC Corp /DE/,Lazy Days RV Center,Sells to
4,MNC Corp /DE/,FEMA,Sells to
0,MOTORCAR PARTS AMERICA INC,OES,Supply
1,MOTORCAR PARTS AMERICA INC,OE,Supply
3,MOTORCAR PARTS AMERICA INC,Cores,Supply
4,MOTORCAR PARTS AMERICA INC,Core,Supply
7,MOTORCAR PARTS AMERICA INC,Company Background and Organization,Supply
8,MOTORCAR PARTS AMERICA INC,Company’s,Supply
9,MOTORCAR PARTS AMERICA INC,Company,Supply
10,MOTORCAR PARTS AMERICA INC,Wheel,Supply
0,MOTORCAR PARTS AMERICA INC,Cores,customers
3,MOTORCAR PARTS AMERICA INC,Remanufactured Cores,customers
5,MOTORCAR PARTS AMERICA INC,the Securities and Exchange Commission,customers
6,MOTORCAR PARTS AMERICA INC,SEC,customers
7,MOTORCAR PARTS AMERICA INC,Xtreme ®,customers
8,MOTORCAR PARTS AMERICA INC,D&V Electronics,customers
9,MOTORCAR PARTS AMERICA INC,E&M Power,customers
10,MOTORCAR PARTS AMERICA INC,Dixie Electric,customers
11,MOTORCAR PARTS AMERICA INC,DelStar ®,customers
12,MOTORCAR PARTS AMERICA INC,Select Power SourceTM,customers
13,MOTORCAR PARTS AMERICA INC,OES,customers
14,MOTORCAR PARTS AMERICA INC,Customer Concentration,customers
15,MOTORCAR PARTS AMERICA INC,AutoZone,customers
16,MOTORCAR PARTS AMERICA INC,Impact on Working Capital,customers
17,MOTORCAR PARTS AMERICA INC,Remanufactured Core,customers
20,MOTORCAR PARTS AMERICA INC,Core,customers
22,MOTORCAR PARTS AMERICA INC,ASC,customers
49,MOTORCAR PARTS AMERICA INC,Revenue Recognition,customers
50,MOTORCAR PARTS AMERICA INC,General Right of Return Customers,customers
57,MOTORCAR PARTS AMERICA INC,Multi-year,customers
60,MOTORCAR PARTS AMERICA INC,Company,customers
76,MOTORCAR PARTS AMERICA INC,Upfront,customers
79,MOTORCAR PARTS AMERICA INC,Remanufactured Cores the Company,customers
119,MOTORCAR PARTS AMERICA INC,the Remanufactured Cores,customers
133,MOTORCAR PARTS AMERICA INC,Unit,customers
134,MOTORCAR PARTS AMERICA INC,Prepaid,customers
135,MOTORCAR PARTS AMERICA INC,Remanufactured,customers
136,MOTORCAR PARTS AMERICA INC,RGA,customers
148,MOTORCAR PARTS AMERICA INC,Long-Term Customer Contracts,customers
150,MOTORCAR PARTS AMERICA INC,Company’s,customers
0,MOTORCAR PARTS AMERICA INC,Cores,Sells to
1,MOTORCAR PARTS AMERICA INC,the Securities and Exchange Commission,Sells to
2,MOTORCAR PARTS AMERICA INC,SEC,Sells to
3,MOTORCAR PARTS AMERICA INC,AutoZone,Sells to
0,STRATTEC SECURITY CORP,WITTE Automotive,Supply
1,STRATTEC SECURITY CORP,ADAC Plastics Inc.,Supply
2,STRATTEC SECURITY CORP,ADAC Automotive,Supply
3,STRATTEC SECURITY CORP,Delphi Corporation’s Power Products Group,Supply
5,STRATTEC SECURITY CORP,Tier 1,Supply
6,STRATTEC SECURITY CORP,Toyota,Supply
7,STRATTEC SECURITY CORP,Honda,Supply
8,STRATTEC SECURITY CORP,WITTE-Velbert GmbH,Supply
9,STRATTEC SECURITY CORP,STRATTEC,Supply
10,STRATTEC SECURITY CORP,the United Auto Workers,Supply
11,STRATTEC SECURITY CORP,General Motors’,Supply
12,STRATTEC SECURITY CORP,the VAST Automotive Group,Supply
14,STRATTEC SECURITY CORP,Fiat,Supply
15,STRATTEC SECURITY CORP,General Motors Company,Supply
16,STRATTEC SECURITY CORP,Ford Motor Company,Supply
17,STRATTEC SECURITY CORP,Hyundai,Supply
22,STRATTEC SECURITY CORP,Kia,Supply
23,STRATTEC SECURITY CORP,Rabbi Trust,Supply
27,STRATTEC SECURITY CORP,Consolidated Balance Sheets,Supply
28,STRATTEC SECURITY CORP,Pre-Production Engineering Costs Related to Long-Term Supply Arrangements,Supply
32,STRATTEC SECURITY CORP,WITTE,Supply
33,STRATTEC SECURITY CORP,ADAC,Supply
34,STRATTEC SECURITY CORP,Delphi Corporation,Supply
0,STRATTEC SECURITY CORP,Company’s,customers
1,STRATTEC SECURITY CORP,STRATTEC,customers
2,STRATTEC SECURITY CORP,WITTE,customers
3,STRATTEC SECURITY CORP,ADAC,customers
4,STRATTEC SECURITY CORP,the “VAST Automotive Group”,customers
5,STRATTEC SECURITY CORP,Vehicle Access Systems Technology LLC herein,customers
7,STRATTEC SECURITY CORP,Automotive Group,customers
9,STRATTEC SECURITY CORP,Original Equipment Manufacturers’,customers
11,STRATTEC SECURITY CORP,Fiat,customers
12,STRATTEC SECURITY CORP,General Motors Company,customers
13,STRATTEC SECURITY CORP,Ford Motor Company,customers
14,STRATTEC SECURITY CORP,STRATTEC de Mexico,customers
15,STRATTEC SECURITY CORP,ADAC-STRATTEC de Mexico,customers
18,STRATTEC SECURITY CORP,Tier 1,customers
19,STRATTEC SECURITY CORP,OEM,customers
21,STRATTEC SECURITY CORP,Engineering Program Managers,customers
22,STRATTEC SECURITY CORP,Customer Application Engineers,customers
23,STRATTEC SECURITY CORP,General Motors,customers
24,STRATTEC SECURITY CORP,Ford,customers
26,STRATTEC SECURITY CORP,Service,customers
27,STRATTEC SECURITY CORP,Aftermarket,customers
29,STRATTEC SECURITY CORP,Product Engineering Focus,customers
32,STRATTEC SECURITY CORP,Application Engineers,customers
33,STRATTEC SECURITY CORP,WITTE-Velbert GmbH,customers
36,STRATTEC SECURITY CORP,Fiat/Chrysler,customers
37,STRATTEC SECURITY CORP,Volkswagen,customers
38,STRATTEC SECURITY CORP,Honda,customers
39,STRATTEC SECURITY CORP,Toyota,customers
40,STRATTEC SECURITY CORP,Renault,customers
41,STRATTEC SECURITY CORP,Nissan,customers
42,STRATTEC SECURITY CORP,Hyundai,customers
43,STRATTEC SECURITY CORP,this Management Group,customers
44,STRATTEC SECURITY CORP,Vehicle Content,customers
52,STRATTEC SECURITY CORP,New Domestic,customers
54,STRATTEC SECURITY CORP,Michigan Sales and Engineering Office,customers
55,STRATTEC SECURITY CORP,"Detroit Customer Area 62,736",customers
57,STRATTEC SECURITY CORP,United Auto Workers,customers
58,STRATTEC SECURITY CORP,the United States Government,customers
64,STRATTEC SECURITY CORP,"Honda of America Manufacturing, Inc.",customers
66,STRATTEC SECURITY CORP,Capital Resources Outstanding Receivable Balances,customers
68,STRATTEC SECURITY CORP,LLC,customers
71,STRATTEC SECURITY CORP,the Securities and Exchange Commission,customers
72,STRATTEC SECURITY CORP,INVESTMENT IN JOINT VENTURES,customers
79,STRATTEC SECURITY CORP,FASB,customers
81,STRATTEC SECURITY CORP,Jingzhou Co. Ltd.,customers
0,STRATTEC SECURITY CORP,Tier 1,Sells to
1,STRATTEC SECURITY CORP,OEM,Sells to
3,STRATTEC SECURITY CORP,Vehicle Content,Sells to
4,STRATTEC SECURITY CORP,General Motors Company,Sells to
5,STRATTEC SECURITY CORP,Ford Motor Company,Sells to
6,STRATTEC SECURITY CORP,Fiat,Sells to
10,STRATTEC SECURITY CORP,Hyundai,Sells to
14,STRATTEC SECURITY CORP,"Honda of America Manufacturing, Inc.",Sells to
15,STRATTEC SECURITY CORP,Volkswagen,Sells to
17,STRATTEC SECURITY CORP,Kia,Sells to
18,STRATTEC SECURITY CORP,SAL LLC,Sells to
0,"PROLIANCE INTERNATIONAL, INC.",The Allen Group Inc.,Supply
1,"PROLIANCE INTERNATIONAL, INC.",G&O,Supply
2,"PROLIANCE INTERNATIONAL, INC.",Modine Aftermarket,Supply
3,"PROLIANCE INTERNATIONAL, INC.",Domestic,Supply
4,"PROLIANCE INTERNATIONAL, INC.",International,Supply
5,"PROLIANCE INTERNATIONAL, INC.",NRF,Supply
6,"PROLIANCE INTERNATIONAL, INC.",Air Conditioning Parts and Supplies,Supply
7,"PROLIANCE INTERNATIONAL, INC.",Autozone,Supply
8,"PROLIANCE INTERNATIONAL, INC.",Four Seasons,Supply
9,"PROLIANCE INTERNATIONAL, INC.",Standard Motor Products     Inc.,Supply
10,"PROLIANCE INTERNATIONAL, INC.",Luvata,Supply
12,"PROLIANCE INTERNATIONAL, INC.",Modine,Supply
13,"PROLIANCE INTERNATIONAL, INC.",Company,Supply
0,"PROLIANCE INTERNATIONAL, INC.",Domestic,customers
1,"PROLIANCE INTERNATIONAL, INC.",NRF,customers
2,"PROLIANCE INTERNATIONAL, INC.",MexPar,customers
3,"PROLIANCE INTERNATIONAL, INC.",Autozone,customers
5,"PROLIANCE INTERNATIONAL, INC.",Nuevo Laredo,customers
9,"PROLIANCE INTERNATIONAL, INC.",International,customers
10,"PROLIANCE INTERNATIONAL, INC.",Company,customers
13,"PROLIANCE INTERNATIONAL, INC.",Company’s,customers
17,"PROLIANCE INTERNATIONAL, INC.",the Southaven Casualty Event,customers
0,"PROLIANCE INTERNATIONAL, INC.",Autozone,Sells to
4,"PROLIANCE INTERNATIONAL, INC.",Domestic,Sells to
5,"PROLIANCE INTERNATIONAL, INC.",International,Sells to
0,"Acacia Diversified Holdings, Inc.",EMT,Supply
1,"Acacia Diversified Holdings, Inc.",Company,Supply
2,"Acacia Diversified Holdings, Inc.",MariJ Pharma depends,Supply
3,"Acacia Diversified Holdings, Inc.",MariJ Pharma,Supply
6,"Acacia Diversified Holdings, Inc.",FDA,Supply
13,"Acacia Diversified Holdings, Inc.",the Public Company Accounting Oversight Board,Supply
15,"Acacia Diversified Holdings, Inc.",the Board of Directors,Supply
0,"Acacia Diversified Holdings, Inc.",EMT,customers
1,"Acacia Diversified Holdings, Inc.",MariJ Pharma's,customers
2,"Acacia Diversified Holdings, Inc.",USDA,customers
3,"Acacia Diversified Holdings, Inc.",WNC Hemp,customers
4,"Acacia Diversified Holdings, Inc.","CFH, Inc.",customers
5,"Acacia Diversified Holdings, Inc.",CBD Rx,customers
6,"Acacia Diversified Holdings, Inc.","Precision Cultivation, Inc.",customers
7,"Acacia Diversified Holdings, Inc.","Blue Circle Development, Inc.",customers
8,"Acacia Diversified Holdings, Inc.",ASU,customers
9,"Acacia Diversified Holdings, Inc.",Company,customers
10,"Acacia Diversified Holdings, Inc.",Company’s,customers
12,"Acacia Diversified Holdings, Inc.",FASB,customers
0,"Acacia Diversified Holdings, Inc.",Company,Sells to
0,"Cang Bao Tian Xia International Art Trade Center, Inc.",each Penny Stock,customers
1,"Cang Bao Tian Xia International Art Trade Center, Inc.",SEC,customers
0,"Cang Bao Tian Xia International Art Trade Center, Inc.",Company,dependent on
1,"Cang Bao Tian Xia International Art Trade Center, Inc.",Management,dependent on
0,DURA AUTOMOTIVE SYSTEMS INC,U.S. Bank Trust National Association,Supply
1,DURA AUTOMOTIVE SYSTEMS INC,The First National Bank of Chicago,Supply
2,DURA AUTOMOTIVE SYSTEMS INC,Co-Chairman,Supply
3,DURA AUTOMOTIVE SYSTEMS INC,Asahi Tec Corporation,Supply
4,DURA AUTOMOTIVE SYSTEMS INC,Metaldyne Corporation,Supply
5,DURA AUTOMOTIVE SYSTEMS INC,the Federal Reserve Bank of Chicago,Supply
6,DURA AUTOMOTIVE SYSTEMS INC,Volkswagen,Supply
7,DURA AUTOMOTIVE SYSTEMS INC,GM,Supply
8,DURA AUTOMOTIVE SYSTEMS INC,Ford,Supply
9,DURA AUTOMOTIVE SYSTEMS INC,BMW,Supply
10,DURA AUTOMOTIVE SYSTEMS INC,PSA,Supply
11,DURA AUTOMOTIVE SYSTEMS INC,Peugeot,Supply
12,DURA AUTOMOTIVE SYSTEMS INC,Renault,Supply
13,DURA AUTOMOTIVE SYSTEMS INC,Daimler,Supply
16,DURA AUTOMOTIVE SYSTEMS INC,Chrysler,Supply
17,DURA AUTOMOTIVE SYSTEMS INC,Johnson Controls,Supply
18,DURA AUTOMOTIVE SYSTEMS INC,ISO/TS,Supply
19,DURA AUTOMOTIVE SYSTEMS INC,the DaimlerChrysler Gold Award,Supply
20,DURA AUTOMOTIVE SYSTEMS INC,DaimlerChrysler,Supply
21,DURA AUTOMOTIVE SYSTEMS INC,the Blackbelt Project,Supply
22,DURA AUTOMOTIVE SYSTEMS INC,Honda,Supply
23,DURA AUTOMOTIVE SYSTEMS INC,Nissan,Supply
24,DURA AUTOMOTIVE SYSTEMS INC,Subaru,Supply
25,DURA AUTOMOTIVE SYSTEMS INC,Toyota,Supply
27,DURA AUTOMOTIVE SYSTEMS INC,OEM,Supply
28,DURA AUTOMOTIVE SYSTEMS INC,Tier,Supply
35,DURA AUTOMOTIVE SYSTEMS INC,Company,Supply
36,DURA AUTOMOTIVE SYSTEMS INC,VM,Supply
39,DURA AUTOMOTIVE SYSTEMS INC,Debtors’,Supply
42,DURA AUTOMOTIVE SYSTEMS INC,Asahi Tec,Supply
45,DURA AUTOMOTIVE SYSTEMS INC,Executive,Supply
46,DURA AUTOMOTIVE SYSTEMS INC,CFO,Supply
49,DURA AUTOMOTIVE SYSTEMS INC,the Board of Directors,Supply
50,DURA AUTOMOTIVE SYSTEMS INC,the Audit Committee for Meridian Corporation,Supply
51,DURA AUTOMOTIVE SYSTEMS INC,Bendix Commercial Vehicle Systems,Supply
52,DURA AUTOMOTIVE SYSTEMS INC,Knorr-Bremse Group,Supply
53,DURA AUTOMOTIVE SYSTEMS INC,Dura,Supply
55,DURA AUTOMOTIVE SYSTEMS INC,the Securities and Exchange Commission,Supply
56,DURA AUTOMOTIVE SYSTEMS INC,SEC,Supply
57,DURA AUTOMOTIVE SYSTEMS INC,Old Dura,Supply
59,DURA AUTOMOTIVE SYSTEMS INC,Dura Operating Corp.,Supply
60,DURA AUTOMOTIVE SYSTEMS INC,"Dura Automotive Systems, Inc.",Supply
61,DURA AUTOMOTIVE SYSTEMS INC,the Subsidiary Guarantors,Supply
66,DURA AUTOMOTIVE SYSTEMS INC,Company’s Quarterly Report,Supply
70,DURA AUTOMOTIVE SYSTEMS INC,Euros,Supply
76,DURA AUTOMOTIVE SYSTEMS INC,"Dura Automotive Systems Cable Operations, Inc.",Supply
77,DURA AUTOMOTIVE SYSTEMS INC,Universal Tool & Stamping Company Inc.,Supply
78,DURA AUTOMOTIVE SYSTEMS INC,"Adwest Electronics, Inc.",Supply
79,DURA AUTOMOTIVE SYSTEMS INC,Dura Automotive Systems,Supply
80,DURA AUTOMOTIVE SYSTEMS INC,"Indiana, Inc.",Supply
81,DURA AUTOMOTIVE SYSTEMS INC,Atwood Automotive Inc.,Supply
82,DURA AUTOMOTIVE SYSTEMS INC,"Mark I Molded Plastics of Tennessee, Inc.",Supply
83,DURA AUTOMOTIVE SYSTEMS INC,"Atwood Mobile Products, Inc.",Supply
85,DURA AUTOMOTIVE SYSTEMS INC,"Creation Group Holdings, Inc.",Supply
86,DURA AUTOMOTIVE SYSTEMS INC,"Creation Group, Inc.",Supply
87,DURA AUTOMOTIVE SYSTEMS INC,Dura G.P.,Supply
91,DURA AUTOMOTIVE SYSTEMS INC,"Universal Tool & Stamping Company, Inc.",Supply
98,DURA AUTOMOTIVE SYSTEMS INC,BNY Midwest Trust Company,Supply
0,DURA AUTOMOTIVE SYSTEMS INC,Debtors,customers
4,DURA AUTOMOTIVE SYSTEMS INC,Ford,customers
5,DURA AUTOMOTIVE SYSTEMS INC,Volkswagen,customers
6,DURA AUTOMOTIVE SYSTEMS INC,GM,customers
7,DURA AUTOMOTIVE SYSTEMS INC,Chrysler,customers
8,DURA AUTOMOTIVE SYSTEMS INC,BMW,customers
9,DURA AUTOMOTIVE SYSTEMS INC,ISO/TS,customers
10,DURA AUTOMOTIVE SYSTEMS INC,the DaimlerChrysler Gold Award,customers
11,DURA AUTOMOTIVE SYSTEMS INC,DaimlerChrysler,customers
12,DURA AUTOMOTIVE SYSTEMS INC,the Blackbelt Project,customers
13,DURA AUTOMOTIVE SYSTEMS INC,Honda,customers
14,DURA AUTOMOTIVE SYSTEMS INC,Nissan,customers
15,DURA AUTOMOTIVE SYSTEMS INC,Subaru,customers
16,DURA AUTOMOTIVE SYSTEMS INC,Toyota,customers
18,DURA AUTOMOTIVE SYSTEMS INC,PPAP,customers
21,DURA AUTOMOTIVE SYSTEMS INC,General Motors,customers
32,DURA AUTOMOTIVE SYSTEMS INC,Company,customers
39,DURA AUTOMOTIVE SYSTEMS INC,Debtors’,customers
0,DURA AUTOMOTIVE SYSTEMS INC,Ford,Sells to
1,DURA AUTOMOTIVE SYSTEMS INC,General Motors,Sells to
0,DURA AUTOMOTIVE SYSTEMS INC,Ford,dependent on
1,DURA AUTOMOTIVE SYSTEMS INC,Volkswagen,dependent on
2,DURA AUTOMOTIVE SYSTEMS INC,General Motors,dependent on
3,DURA AUTOMOTIVE SYSTEMS INC,GM,dependent on
4,DURA AUTOMOTIVE SYSTEMS INC,Chrysler,dependent on
0,PURADYN FILTER TECHNOLOGIES INC,Oil & Gas,Supply
1,PURADYN FILTER TECHNOLOGIES INC,Forgiveness,Supply
0,PURADYN FILTER TECHNOLOGIES INC,Covid-19,customers
1,PURADYN FILTER TECHNOLOGIES INC,Board,customers
2,PURADYN FILTER TECHNOLOGIES INC,Oil & Gas,customers
3,PURADYN FILTER TECHNOLOGIES INC,Puradyn,customers
5,PURADYN FILTER TECHNOLOGIES INC,Company,customers
7,PURADYN FILTER TECHNOLOGIES INC,SEC,customers
8,PURADYN FILTER TECHNOLOGIES INC,"the Financial Industry Regulatory Authority, Inc.",customers
9,PURADYN FILTER TECHNOLOGIES INC,FINRA,customers
12,PURADYN FILTER TECHNOLOGIES INC,DNOW,customers
14,PURADYN FILTER TECHNOLOGIES INC,Commercial Marine,customers
19,PURADYN FILTER TECHNOLOGIES INC,Starwood Hotels & Resorts,customers
20,PURADYN FILTER TECHNOLOGIES INC,Luxury Collection,customers
21,PURADYN FILTER TECHNOLOGIES INC,Revolution Money,customers
25,PURADYN FILTER TECHNOLOGIES INC,NOWaccount,customers
28,PURADYN FILTER TECHNOLOGIES INC,Company’s,customers
0,PURADYN FILTER TECHNOLOGIES INC,Covid-19,Sells to
1,PURADYN FILTER TECHNOLOGIES INC,Board,Sells to
2,PURADYN FILTER TECHNOLOGIES INC,Oil & Gas,Sells to
4,PURADYN FILTER TECHNOLOGIES INC,Company,Sells to
0,"TURBODYNE TECHNOLOGIES, INC",Turbodyne,Supply
1,"TURBODYNE TECHNOLOGIES, INC",OEM,Supply
2,"TURBODYNE TECHNOLOGIES, INC",Company,Supply
0,"TURBODYNE TECHNOLOGIES, INC",Company,dependent on
0,TENNECO INC,OE,Supply
2,TENNECO INC,the Financial Accounting Standards Board,Supply
3,TENNECO INC,the Securities and Exchange Commission,Supply
4,TENNECO INC,SEC,Supply
5,TENNECO INC,the International Organization for Standardization,Supply
6,TENNECO INC,Company,Supply
7,TENNECO INC,Federal-Mogul LLC,Supply
10,TENNECO INC,OE Manufacturers and Component Part Number Proliferation As,Supply
14,TENNECO INC,VIO,Supply
16,TENNECO INC,General Motors Company,Supply
17,TENNECO INC,Ford Motor Company,Supply
22,TENNECO INC,Supplementary Data,Supply
24,TENNECO INC,Tenneco,Supply
25,TENNECO INC,General Motors,Supply
26,TENNECO INC,Ford,Supply
27,TENNECO INC,Fiat,Supply
28,TENNECO INC,The International Union,Supply
29,TENNECO INC,United Automobile,Supply
30,TENNECO INC,Aerospace and Agricultural Implement Workers of America,Supply
31,TENNECO INC,UAW,Supply
33,TENNECO INC,the European Commission,Supply
34,TENNECO INC,EC,Supply
37,TENNECO INC,Federal-Mogul,Supply
42,TENNECO INC,DOJ,Supply
44,TENNECO INC,Tier 2,Supply
46,TENNECO INC,349 Cash,Supply
47,TENNECO INC,the Öhlins Acquisition,Supply
66,TENNECO INC,Management’s Report,Supply
67,TENNECO INC,Management's,Supply
68,TENNECO INC,Report,Supply
69,TENNECO INC,U.S. Bank National Association,Supply
72,TENNECO INC,Federal-Mogul Financing Corporation,Supply
73,TENNECO INC,Wilmington Trust,Supply
74,TENNECO INC,National Association,Supply
75,TENNECO INC,Trustee,Supply
76,TENNECO INC,Bank of America,Supply
77,TENNECO INC,Citibank,Supply
95,TENNECO INC,The Bank of New York Mellon,Supply
96,TENNECO INC,London Branch,Supply
100,TENNECO INC,Co-Collateral Trustees,Supply
0,TENNECO INC,PatentsMember,customers
1,TENNECO INC,UseRightsMember,customers
3,TENNECO INC,CatalogsMember,customers
6,TENNECO INC,PowertrainMember,customers
7,TENNECO INC,MotorpartsMember,customers
8,TENNECO INC,MaximumMember,customers
10,TENNECO INC,MinimumMember,customers
12,TENNECO INC,OE,customers
14,TENNECO INC,the Financial Accounting Standards Board,customers
15,TENNECO INC,the Securities and Exchange Commission,customers
16,TENNECO INC,SEC,customers
17,TENNECO INC,the International Organization for Standardization,customers
18,TENNECO INC,Company,customers
19,TENNECO INC,Ride Performance,customers
20,TENNECO INC,OE Braking,customers
21,TENNECO INC,Motorparts,customers
27,TENNECO INC,General Motors Company,customers
28,TENNECO INC,Ford Motor Company,customers
34,TENNECO INC,Powertrain Segment,customers
37,TENNECO INC,NVH,customers
40,TENNECO INC,Powertrain,customers
51,TENNECO INC,Caterpillar,customers
52,TENNECO INC,Navistar,customers
53,TENNECO INC,Deutz,customers
54,TENNECO INC,Daimler Trucks,customers
55,TENNECO INC,Scania,customers
56,TENNECO INC,Weichai Power,customers
57,TENNECO INC,FAW Group,customers
58,TENNECO INC,Kubota,customers
59,TENNECO INC,Garage GurusTM,customers
61,TENNECO INC,the Federal-Mogul Acquisition,customers
74,TENNECO INC,Federal-Mogul,customers
82,TENNECO INC,Tier 2,customers
86,TENNECO INC,Tenneco,customers
87,TENNECO INC,Design and Development and Tooling Assets,customers
95,TENNECO INC,ASU,customers
96,TENNECO INC,ASC,customers
97,TENNECO INC,Öhlins’,customers
100,TENNECO INC,Clean Air,customers
109,TENNECO INC,Company’s,customers
111,TENNECO INC,OE - Substrate,customers
0,TENNECO INC,OE,Sells to
0,TENNECO INC,the Federal-Mogul Acquisition,dependent on
1,TENNECO INC,Fel-Pro®,dependent on
2,TENNECO INC,Ferodo®,dependent on
3,TENNECO INC,National®,dependent on
4,TENNECO INC,USMCA,dependent on
0,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Refining,Supply
3,ICAHN ENTERPRISES HOLDINGS L.P.,the U.S. Department of Defense,Supply
5,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Energy’s,Supply
6,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive,Supply
8,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive’s,Supply
11,ICAHN ENTERPRISES HOLDINGS L.P.,Federal-Mogul LLC Federal-Mogul LLC,Supply
12,ICAHN ENTERPRISES HOLDINGS L.P.,Report,Supply
13,ICAHN ENTERPRISES HOLDINGS L.P.,Investment Funds,Supply
14,ICAHN ENTERPRISES HOLDINGS L.P.,Investment Funds’,Supply
15,ICAHN ENTERPRISES HOLDINGS L.P.,Energy,Supply
18,ICAHN ENTERPRISES HOLDINGS L.P.,FIFO,Supply
19,ICAHN ENTERPRISES HOLDINGS L.P.,Energy CVR Energy’s,Supply
22,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of Tropicana Entertainment Inc.,Supply
23,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of CVR Refining,Supply
24,ICAHN ENTERPRISES HOLDINGS L.P.,"the Board of CVR Energy, Inc.",Supply
25,ICAHN ENTERPRISES HOLDINGS L.P.,the Executive Committee of XO Holdings,Supply
26,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of its predecessors,Supply
27,ICAHN ENTERPRISES HOLDINGS L.P.,Federal-Mogul LLC,Supply
28,ICAHN ENTERPRISES HOLDINGS L.P.,the Board of Federal-Mogul LLC,Supply
29,ICAHN ENTERPRISES HOLDINGS L.P.,"the Board of American Railcar Industries, Inc.",Supply
30,ICAHN ENTERPRISES HOLDINGS L.P.,American Railcar Leasing LLC,Supply
31,ICAHN ENTERPRISES HOLDINGS L.P.,WestPoint Home LLC,Supply
32,ICAHN ENTERPRISES HOLDINGS L.P.,Cadus Corporation,Supply
34,ICAHN ENTERPRISES HOLDINGS L.P.,Tropicana Entertainment Inc.,Supply
35,ICAHN ENTERPRISES HOLDINGS L.P.,Herbalife Ltd.,Supply
36,ICAHN ENTERPRISES HOLDINGS L.P.,the Executive Committee of American Railcar Leasing LLC,Supply
37,ICAHN ENTERPRISES HOLDINGS L.P.,FCX Oil & Gas Inc.,Supply
38,ICAHN ENTERPRISES HOLDINGS L.P.,Freeport-McMoRan Inc.,Supply
40,ICAHN ENTERPRISES HOLDINGS L.P.,LP,Supply
41,ICAHN ENTERPRISES HOLDINGS L.P.,MGM Holdings Inc.,Supply
43,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Partners,Supply
45,ICAHN ENTERPRISES HOLDINGS L.P.,"Viskase Companies, Inc.",Supply
46,ICAHN ENTERPRISES HOLDINGS L.P.,Take-Two Interactive Software Inc.,Supply
47,ICAHN ENTERPRISES HOLDINGS L.P.,the Board (from,Supply
48,ICAHN ENTERPRISES HOLDINGS L.P.,"American Railcar Industries, Inc.",Supply
50,ICAHN ENTERPRISES HOLDINGS L.P.,the Board (,Supply
52,ICAHN ENTERPRISES HOLDINGS L.P.,LP Ferrous Resources Ltd,Supply
53,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Enterprises,Supply
54,ICAHN ENTERPRISES HOLDINGS L.P.,"CVR Energy, Inc.",Supply
55,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive Group LLC,Supply
56,ICAHN ENTERPRISES HOLDINGS L.P.,PSC Metals,Supply
57,ICAHN ENTERPRISES HOLDINGS L.P.,LLC,Supply
63,ICAHN ENTERPRISES HOLDINGS L.P.,Ferrous Resources Ltd,Supply
66,ICAHN ENTERPRISES HOLDINGS L.P.,Insight Portfolio Group LLC,Supply
67,ICAHN ENTERPRISES HOLDINGS L.P.,“Insight Portfolio Group”,Supply
0,ICAHN ENTERPRISES HOLDINGS L.P.,Food Packaging,customers
1,ICAHN ENTERPRISES HOLDINGS L.P.,Marketing and Distribution Customers,customers
2,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Refining’s,customers
3,ICAHN ENTERPRISES HOLDINGS L.P.,cooperatives,customers
4,ICAHN ENTERPRISES HOLDINGS L.P.,Group 3,customers
5,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Refining,customers
7,ICAHN ENTERPRISES HOLDINGS L.P.,the New York Mercantile Exchange,customers
8,ICAHN ENTERPRISES HOLDINGS L.P.,Oil Price Information Service,customers
11,ICAHN ENTERPRISES HOLDINGS L.P.,CVR Partners,customers
12,ICAHN ENTERPRISES HOLDINGS L.P.,UAN,customers
14,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive,customers
15,ICAHN ENTERPRISES HOLDINGS L.P.,Icahn Automotive’s,customers
16,ICAHN ENTERPRISES HOLDINGS L.P.,"Products, Services",customers
20,ICAHN ENTERPRISES HOLDINGS L.P.,Viskase’s,customers
21,ICAHN ENTERPRISES HOLDINGS L.P.,Energy,customers
25,ICAHN ENTERPRISES HOLDINGS L.P.,Holding Company’s,customers
26,ICAHN ENTERPRISES HOLDINGS L.P.,Real Estate,customers
28,ICAHN ENTERPRISES HOLDINGS L.P.,Energy and Automotive,customers
31,ICAHN ENTERPRISES HOLDINGS L.P.,Food Packaging Our Food Packaging,customers
32,ICAHN ENTERPRISES HOLDINGS L.P.,F.O.B.,customers
34,ICAHN ENTERPRISES HOLDINGS L.P.,Home Fashion,customers
35,ICAHN ENTERPRISES HOLDINGS L.P.,WPH,customers
37,ICAHN ENTERPRISES HOLDINGS L.P.,ICAHN ENTERPRISES L.P.,customers
38,ICAHN ENTERPRISES HOLDINGS L.P.,ICAHN ENTERPRISES HOLDINGS,customers
