,source,target,relation,sentence
1,BORGWARNER INC,Company,Sells to,"During the year ended December 31, 2019, approximately 77 % of the Company's consolidated net sales were outside the United States (""U.S.""), attributing sales to the location of production rather than the location of the customer."
2,BORGWARNER INC,Major Customers Consolidated,Sells to,"Other foreign 486 476 427 152 151 158 Total $ 10,168 $ 10,530 $ 9,799 $ 2,934 $ 2,904 $ 2,864 Sales to Major Customers Consolidated net sales to Ford (including its subsidiaries) were approximately 15 % , 14 % , and 15 % for the years ended December 31, 2019, 2018 and 2017, respectively, and to Volkswagen (including its subsidiaries) were approximately 11 % , 12 % and 13 % for the years ended December 31, 2019, 2018 and 2017, respectively."
3,BORGWARNER INC,Ford,Sells to,"Other foreign 486 476 427 152 151 158 Total $ 10,168 $ 10,530 $ 9,799 $ 2,934 $ 2,904 $ 2,864 Sales to Major Customers Consolidated net sales to Ford (including its subsidiaries) were approximately 15 % , 14 % , and 15 % for the years ended December 31, 2019, 2018 and 2017, respectively, and to Volkswagen (including its subsidiaries) were approximately 11 % , 12 % and 13 % for the years ended December 31, 2019, 2018 and 2017, respectively."
4,BORGWARNER INC,Volkswagen,Sells to,"Other foreign 486 476 427 152 151 158 Total $ 10,168 $ 10,530 $ 9,799 $ 2,934 $ 2,904 $ 2,864 Sales to Major Customers Consolidated net sales to Ford (including its subsidiaries) were approximately 15 % , 14 % , and 15 % for the years ended December 31, 2019, 2018 and 2017, respectively, and to Volkswagen (including its subsidiaries) were approximately 11 % , 12 % and 13 % for the years ended December 31, 2019, 2018 and 2017, respectively."
5,BORGWARNER INC,Company,Sells to,"Both of the Company's reporting segments had significant sales to Ford and Volkswagen in 2019, 2018 and 2017."
6,BORGWARNER INC,Ford,Sells to,"Both of the Company's reporting segments had significant sales to Ford and Volkswagen in 2019, 2018 and 2017."
7,BORGWARNER INC,Volkswagen,Sells to,"Both of the Company's reporting segments had significant sales to Ford and Volkswagen in 2019, 2018 and 2017."
0,BORGWARNER INC,Company,dependent on,The Company is dependent on market segments that use our key products and would be affected by decreasing demand in those segments.
1,BORGWARNER INC,Company,dependent on,"The determination of the Company's obligation and expense for its pension and other postretirement employee benefits, such as retiree health care, is dependent on certain assumptions used by actuaries in calculating such amounts."
2,BORGWARNER INC,Company,dependent on,The Company has a limited number of arrangements with customers where the price paid by the customer is dependent on the volume of product purchased over the term of the arrangement.  
0,MNC Corp /DE/,Company,Supply,"The Company does not have any long-term supply contracts with these suppliers or their distributors, but believes it has good relationships with them."
1,MNC Corp /DE/,Company,Supply,"To minimize the risks associated with reliance on a single-source supplier, the Company typically keeps a 60-day supply of axles, engines, chassis, and transmissions in stock or available at the suppliers’ facilities and believes that, in an emergency, other suppliers could fill the Company’s needs on an interim basis."
2,MNC Corp /DE/,Company,Supply,"The Company presently believes that its allocation by suppliers of all components is sufficient to meet planned production volumes, and the Company does not foresee any operating difficulties as a result of vendor supply issues."
0,MNC Corp /DE/,Company,customers,"The Company believes that developing relationships with a broad base of first-time buyers, coupled with the Company’s strong emphasis on quality, customer service and design innovation, will foster brand loyalty and increase the likelihood that, over time, more customers will trade-up through the Company’s line of products."
1,MNC Corp /DE/,Company,customers,"Additionally, the Company attempts to encourage and reinforce customer loyalty through support of owners’ clubs so that they may share experiences and communicate with each other."
2,MNC Corp /DE/,Company,customers,The Company believes that customer satisfaction is vitally important in the recreational vehicle market because of the large number of repeat customers and the rapid communication of business reputations among recreational vehicle enthusiasts.
3,MNC Corp /DE/,Company,customers,The Company also believes that service is an integral part of the total product the Company delivers and that responsive and professional customer service is consistent with the premium image the Company strives to convey in the marketplace.
6,MNC Corp /DE/,Cummins Engine Company,customers,"In addition, customers are protected by the limited warranties of major component suppliers such as those of Cummins Engine Company,"
7,MNC Corp /DE/,Company,customers,"The Company had approximately 668 employees in customer service on December 29, 2007."
8,MNC Corp /DE/,Company,customers,The Company maintains individualized production records and a computerized warranty tracking system which enables the Company’s service personnel to identify problems quickly and to provide individualized customer service.
9,MNC Corp /DE/,Company’s,customers,The Company maintains individualized production records and a computerized warranty tracking system which enables the Company’s service personnel to identify problems quickly and to provide individualized customer service.
10,MNC Corp /DE/,Company,customers,The Company believes that dedicated customer service phone lines are an ideal way to interact directly with the Company’s customers and to quickly address their technical problems.
11,MNC Corp /DE/,Company,customers,The Company has expanded its on-line dealer support network to assist its service personnel and dealers in providing better service to the Company’s customers.
12,MNC Corp /DE/,Company,customers,"The Company believes that the principal competitive factors that affect the market for the Company’s products include product quality, product features, reliability, performance, quality of support and customer service, loyalty of customers, brand recognition, and price."
13,MNC Corp /DE/,Company’s,customers,"The Company believes that the principal competitive factors that affect the market for the Company’s products include product quality, product features, reliability, performance, quality of support and customer service, loyalty of customers, brand recognition, and price."
14,MNC Corp /DE/,MFS,customers,"Through MFS, our dealer partners earn rebates from GECDF and GECF for wholesale floorplanning and retail financing for customers."
15,MNC Corp /DE/,GECDF,customers,"Through MFS, our dealer partners earn rebates from GECDF and GECF for wholesale floorplanning and retail financing for customers."
16,MNC Corp /DE/,GECF,customers,"Through MFS, our dealer partners earn rebates from GECDF and GECF for wholesale floorplanning and retail financing for customers."
17,MNC Corp /DE/,Company,customers,"In addition, the Company owns two motor coach resort properties, where the developed lots are sold to retail customers, and two additional parcels of land that are being developed into resorts."
18,MNC Corp /DE/,Company,customers,"The Company does not offer any rights of return to our dealers, or resort lot customers."
